,行政区,街区,小区,经度,纬度
2495,浦东,北蔡,大华锦绣华城(一街区),121.5473823,31.18852156
495,浦东,杨东,陆家嘴中央公寓,121.5474134,31.22034851
2125,杨浦,黄兴公园,靖宇东路85弄,121.5475821,31.29650985
1201,杨浦,中原,民星路350弄,121.5476055,31.31820679
2309,杨浦,中原,民星一村,121.5476316,31.31973983
960,杨浦,黄兴公园,松花一村,121.5476319,31.30123926
611,浦东,北蔡,南新四村,121.547915,31.17953429
2829,杨浦,黄兴公园,佳木斯路185弄,121.5479293,31.3045659
3069,杨浦,中原,市光二村,121.548001,31.32210891
1956,闵行,闵浦,馨和雅苑,121.548114,31.05270984
2550,杨浦,周家嘴路,农房万丰公寓,121.5481776,31.27687856
1143,杨浦,周家嘴路,内江一村,121.5482196,31.29065047
1600,杨浦,黄兴公园,长白新城,121.5487295,31.29932893
3103,杨浦,中原,工农四村星源公寓,121.5488843,31.32875151
1604,浦东,杨东,锦绣苑,121.5489776,31.21090451
1208,杨浦,控江路,延吉东路555弄,121.5489782,31.29580161
3133,杨浦,黄兴公园,松花江路105号,121.5494187,31.30284957
577,浦东,北蔡,天池二村,121.5496273,31.19033469
2621,浦东,三林,浦发绿城永泰路2080弄,121.5496755,31.15107618
536,浦东,北蔡,南新三村,121.5497618,31.17642704
533,杨浦,黄兴公园,松花江路95弄,121.5498133,31.30475265
1499,浦东,梅园,民生家园,121.5501714,31.24431813
1384,杨浦,周家嘴路,珠江香樟南园,121.5505387,31.27675287
1492,杨浦,黄兴公园,延吉东路130弄,121.5510936,31.29901737
514,杨浦,控江路,延吉东路137弄,121.551592,31.29938725
1293,浦东,北蔡,海上国际花园(一期),121.551868,31.18655093
1385,杨浦,控江路,延吉东路115弄,121.5520354,31.30164971
841,浦东,梅园,巨西小区,121.5521703,31.24588866
61,浦东,洋泾,和达家园,121.552243,31.2535223
2434,杨浦,周家嘴路,平凉路1975弄小区,121.5523723,31.27679662
334,浦东,康桥,中骏柏景湾,121.5525091,31.12378021
2233,闵行,闵浦,聚缘南庭,121.5527845,31.04593945
347,浦东,梅园,巨杨小区,121.5531041,31.24390465
2340,浦东,北蔡,联勤小区,121.5531307,31.17397444
2972,浦东,花木,梅花新村(花木),121.55393,31.20887686
2724,浦东,洋泾,中星景园,121.5540663,31.23746732
531,杨浦,周家嘴路,海州路105弄,121.5542256,31.27433542
1109,浦东,花木,杏花新苑,121.554622,31.20738688
893,浦东,洋泾,申立苑,121.554954,31.23670489
720,浦东,洋泾,浦发壹滨江,121.55497,31.25535786
1041,浦东,北蔡,陆家嘴锦绣里,121.555804,31.18479327
1183,杨浦,周家嘴路,腾越路465弄,121.5558896,31.27718588
2214,浦东,花木,盛第大厦,121.5562754,31.20946404
1644,浦东,洋泾,巨东小区,121.556842,31.24252489
2201,浦东,花木,银亿公园壹号,121.5577766,31.21682247
2054,浦东,联洋,联洋花园(一期),121.557991,31.23318284
2024,浦东,洋泾,绿地泾南公寓,121.5581848,31.23634595
2067,浦东,花木,樱花坊,121.5588446,31.21410026
944,浦东,洋泾,新城名庭,121.5588604,31.24302034
2200,浦东,花木,建华新苑,121.560114,31.21617323
2373,杨浦,周家嘴路,中轩丽苑,121.5602204,31.28451823
2722,浦东,花木,四季全景台,121.560309,31.21744429
50,浦东,联洋,联洋年华,121.5605805,31.23163942
2615,浦东,洋泾,中星怡景花园,121.5606285,31.24073369
1860,杨浦,周家嘴路,沈家桥小区,121.5608825,31.29156374
212,杨浦,东外滩,眉州路515弄,121.5617899,31.28025036
417,杨浦,东外滩,渭南苑,121.5617899,31.28025036
590,杨浦,东外滩,凯达苑,121.5617899,31.28025036
1990,杨浦,东外滩,眉州路100弄,121.5617899,31.28025036
1993,杨浦,周家嘴路,东外滩1号,121.5617899,31.28025036
2123,杨浦,东外滩,许昌路227弄,121.5617899,31.28025036
2733,杨浦,东外滩,海鹏花苑,121.5617899,31.28025036
2977,杨浦,东外滩,馨运公寓,121.5617899,31.28025036
120,杨浦,周家嘴路,中环和乐苑,121.5619233,31.29035184
2417,杨浦,周家嘴路,中环和润苑,121.5619349,31.28858911
883,浦东,金桥,陈家宅小区(浦东大道),121.5629579,31.26232143
1685,杨浦,周家嘴路,纺平大楼小区,121.5639316,31.285345
2063,浦东,联洋,华丽家族花园,121.5642302,31.22984084
2004,浦东,洋泾,BPC陆家嘴创业街区,121.564283,31.24002086
2866,浦东,金杨,龙居苑,121.5643534,31.26241496
2693,浦东,花木,大唐盛世花园（一期）,121.5645923,31.21505804
643,浦东,联洋,当代清水园,121.565486,31.23649686
1655,杨浦,周家嘴路,金龙公寓(杨浦),121.5656914,31.28161075
844,浦东,花木,大唐盛世花园（二期）,121.5662083,31.2155138
2518,浦东,金杨,罗山三村,121.5684195,31.25746526
3180,浦东,金杨,大桥花苑,121.5685093,31.26717733
1072,浦东,康桥,绿地康桥新苑,121.5690284,31.14383969
1370,浦东,金杨,昕泰苑,121.5692334,31.26398149
846,浦东,金杨,仙都绿苑,121.5692662,31.26549127
15,浦东,金杨,上泰花苑,121.5699261,31.25247863
2801,浦东,联洋,第九城市(一期),121.570068,31.23233186
415,浦东,金杨,金樟花苑,121.5713996,31.26499038
2689,浦东,御桥,建华铂中环,121.571422,31.15537273
1340,浦东,联洋,金色维也纳(公寓),121.5718995,31.23011041
759,浦东,联洋,仁恒河滨城(三期),121.5725164,31.23619821
1665,浦东,联洋,仁恒河滨城(一期),121.5725164,31.23619821
933,浦东,御桥,民康苑,121.5737123,31.16181758
374,浦东,御桥,京浦小区,121.5739086,31.15921368
8,浦东,御桥,万科海上传奇,121.5739675,31.16454128
624,浦东,联洋,广洋新景苑(公寓),121.574525,31.23024805
2216,浦东,外高桥,花山名苑,121.5748396,31.35139685
1345,浦东,联洋,吉云公寓,121.5752454,31.23494539
1879,浦东,金杨,香山新村东南街坊,121.5753608,31.24869538
1161,奉贤,海湾,凤鸣海尚,121.575515,30.86187885
2539,浦东,御桥,御桥花园,121.5756517,31.16253587
803,浦东,金杨,弘扬公寓,121.5758166,31.26496144
2814,浦东,周浦,海富城市花园四期,121.5761152,31.1330079
614,浦东,金杨,香山新村东北街坊,121.5762993,31.24938082
886,浦东,联洋,金桂家园,121.5765956,31.23141417
135,浦东,联洋,四季雅苑(公寓),121.5766363,31.2243267
1346,浦东,外高桥,和祥佳园,121.576728,31.35791292
2268,浦东,金杨,黄山始信苑,121.5769122,31.26239868
2963,浦东,御桥,东方御水湾,121.5771487,31.15370557
1087,浦东,金杨,蝶恋园,121.577548,31.26816646
2996,浦东,外高桥,上炼一村,121.5776127,31.3414457
535,浦东,御桥,万科金色城市,121.5786879,31.1672553
747,浦东,金杨,和景商务楼,121.578707,31.250821
548,浦东,金杨,上海未来,121.5787654,31.2593874
909,浦东,御桥,和合新村,121.5789133,31.15974596
1124,浦东,金杨,金杨新村四街坊,121.5794591,31.25091863
2014,浦东,外高桥,上炼三村,121.580209,31.34371686
2257,浦东,碧云,金桥爱建园,121.5804727,31.2429863
1288,浦东,金杨,东方知音苑,121.5812174,31.26438801
1941,浦东,碧云,世茂湖滨花园(公寓),121.5823907,31.23796533
51,浦东,碧云,罗山花苑,121.5824732,31.23996544
949,浦东,金杨,陆家嘴新景园,121.5825741,31.25823414
1648,浦东,外高桥,潼港一村,121.5829539,31.34888441
2203,浦东,高行,东沟七村,121.583154,31.30120285
172,浦东,碧云,中天碧云,121.583259,31.24413489
1678,浦东,外高桥,高桥二村,121.5833732,31.35184701
1092,浦东,金桥,沪南船舶小区,121.5841303,31.27324754
3007,浦东,碧云,银泰花园(公寓),121.5841778,31.2456991
827,浦东,周浦,龙泽家园,121.5842837,31.11477399
1539,浦东,御桥,绿洲康城亲水湾(中央区),121.5858751,31.15527222
1171,浦东,张江,玉兰香苑二期A块,121.58596,31.03960191
1448,浦东,外高桥,石家街144弄,121.5862963,31.34971354
91,浦东,康桥,康桥半岛,121.5862999,31.13578277
2215,浦东,金桥,晶波坊,121.5863731,31.29128145
612,浦东,金桥,兰城小区,121.5874597,31.27096009
222,浦东,周浦,安阁苑,121.5875257,31.12376437
2416,浦东,南码头,浦三路628弄,121.5875257,31.12376437
2656,浦东,御桥,锦绣华都,121.5878777,31.16119956
725,浦东,金杨,金杨七街坊,121.587935,31.25330474
33,浦东,金杨,金杨新村九街坊,121.588216,31.25970489
96,浦东,张江,汤臣高尔夫(别墅),121.5884834,31.22501347
1921,浦东,金桥,莱阳北小区,121.5894084,31.28270655
1961,浦东,周浦,东南一村,121.5899196,31.11937525
351,浦东,航头,金地艺华年(别墅),121.5900161,31.04733395
2823,浦东,金桥,博一小区,121.5902351,31.27279553
656,浦东,金杨,点睛苑,121.5903641,31.25889311
1946,浦东,御桥,绿洲康城亲水湾(东区),121.5904557,31.15817074
2048,浦东,金杨,金杨新村八街坊,121.590714,31.25151051
1466,浦东,金杨,金杨新村十街坊,121.5909141,31.25718967
2895,浦东,张江,张江汤臣豪园(一期)(公寓),121.5909954,31.21551063
609,浦东,高行,中冶尚城,121.5912809,31.32024637
1047,浦东,高行,高弘家苑,121.5914396,31.31578662
2789,浦东,金桥,连城苑,121.5916977,31.26514649
406,浦东,碧云,凤凰大厦,121.5922832,31.24903552
1476,浦东,外高桥,富特五村,121.592298,31.345339
1060,浦东,外高桥,学前公寓,121.5923904,31.35540405
2363,浦东,张江,胡姬花园,121.5933102,31.21393735
1944,浦东,外高桥,华景苑,121.5937442,31.348329
2995,浦东,外高桥,高盛家园,121.5937442,31.348329
2337,浦东,周浦,丰汇雅苑,121.5942386,31.11640381
2379,浦东,外高桥,南新东园,121.5943459,31.33584539
242,浦东,张江,张江汤臣豪园(三期),121.5943631,31.20602088
2251,浦东,张江,张江汤臣豪园(二期),121.5943631,31.20602088
2618,浦东,张江,张江汤臣豪园(四期),121.5943631,31.20602088
782,浦东,碧云,金桥酒店公寓,121.5945279,31.24988064
3034,浦东,惠南,锦绣汇丽苑,121.5947638,31.12887114
1803,浦东,金桥,嘉泷汇,121.5956072,31.26142912
3018,浦东,金桥,丽都成品,121.5960204,31.28186805
2099,浦东,金杨,金台三居,121.5961086,31.25619791
559,浦东,碧云,碧云东方公寓,121.5967331,31.24852026
201,浦东,高行,高行绿洲(四期),121.5975971,31.33181968
2572,浦东,高行,高行绿洲(三期),121.5976059,31.33401882
1878,浦东,高行,仁恒森兰雅苑(二期),121.5976891,31.30086414
2391,浦东,航头,东方夏威夷,121.5977314,31.04136431
1984,浦东,梅园,梅园新村(浦东),121.5977462,31.07022705
1261,浦东,金桥,碧云新天地(一期),121.5979787,31.26643625
245,浦东,高行,仁恒森兰雅苑(一期),121.5992878,31.3010873
1697,浦东,高行,森兰名轩(二期),121.599587,31.29464486
571,浦东,高行,仁恒森兰雅苑(三期),121.599714,31.30427588
3176,浦东,周浦,印象生活广场,121.5997909,31.12089957
1839,浦东,张江,杨镇新村,121.6006456,31.22441718
686,浦东,金桥,金桥湾清水苑,121.6011925,31.26609911
1204,浦东,高行,高行绿洲(五期),121.601798,31.33191492
259,浦东,张江,绿地MTOWN,121.6021386,31.24425021
333,浦东,花木,金桂小区,121.6021386,31.24425021
931,浦东,张江,汇智湖畔家园,121.6021386,31.24425021
1081,浦东,张江,春港丽园(公寓),121.6021386,31.24425021
1254,浦东,花木,绿缘公寓,121.6021386,31.24425021
1792,浦东,张江,城市经典四期高迪,121.6021386,31.24425021
3102,浦东,张江,贝越流明新苑,121.6021386,31.24425021
3142,浦东,张江,长城中环墅,121.6021386,31.24425021
31,浦东,金杨,金杨六街坊,121.6036539,31.25580972
2403,浦东,张江,盛大天地青春里2.0,121.6038008,31.1923186
1145,浦东,金杨,金杨二街坊,121.604701,31.2609299
2535,浦东,康桥,海尚康庭,121.6060768,31.13284554
2810,浦东,康桥,绿地柏澜晶舍,121.6062701,31.12400387
2492,浦东,金桥,爱法新都,121.6068421,31.26226811
436,浦东,金桥,东陆新村七街坊,121.6069234,31.28185276
2185,浦东,康桥,海印又一城,121.60717,31.12144482
1024,浦东,高行,证大家园(二期),121.607179,31.28877889
197,浦东,金桥,碧海现代苑,121.6073601,31.25841742
1947,浦东,金桥,金海商业广场,121.6118281,31.26505049
433,浦东,高行,迎亭公寓,121.6119362,31.30276448
2857,浦东,康桥,汤巷雅苑,121.6124077,31.14205511
388,浦东,高行,幸福小镇,121.6146266,31.30659961
2870,浦东,金桥,阳光欧洲城别墅(四期),121.61499,31.2770149
27,浦东,金桥,新紫茂国际,121.615811,31.28546086
542,浦东,金桥,中惠广场,121.61618,31.25898587
953,浦东,高行,紫翠苑,121.6198945,31.30750608
25,浦东,高行,绿地崴廉公寓,121.620222,31.29627889
224,浦东,张江,汤臣豪庭,121.6204313,31.22520316
317,浦东,高行,高行馨苑,121.620645,31.30356785
2701,浦东,张江,香楠小区,121.62194,31.22273287
274,浦东,金桥,东二小区,121.6252673,31.25729513
475,浦东,金桥,船舶新村,121.6252673,31.25729513
633,浦东,金桥,长岛公寓,121.6252673,31.25729513
1159,浦东,金桥,江南山水,121.6252673,31.25729513
1217,浦东,金桥,东一小区,121.6252673,31.25729513
1581,浦东,金桥,中大丽都,121.6252673,31.25729513
1849,浦东,金桥,东陆新村六街坊,121.6252673,31.25729513
3164,浦东,高行,新高苑(四期),121.62647,31.2960129
2047,浦东,张江,张江三湘海尚,121.6293002,31.17654676
2522,浦东,高行,新高苑(二期),121.6302214,31.29791435
922,浦东,张江,紫晶苑,121.6303381,31.18125629
984,浦东,张江,科锦苑,121.632158,31.17933116
2812,浦东,康桥,东康名苑,121.6323826,31.1475574
1054,浦东,高行,宝佳苑,121.6333042,31.32562329
447,浦东,高行,春江花悦园,121.6334602,31.32167187
512,浦东,高行,东源名都,121.6334602,31.32167187
554,浦东,高行,新城碧翠,121.6334602,31.32167187
1854,浦东,高行,森兰名轩,121.6334602,31.32167187
1891,浦东,高行,森兰星河湾,121.6334602,31.32167187
2136,浦东,金桥,沪东新村,121.6334602,31.32167187
2195,浦东,高行,金地未未来,121.6334602,31.32167187
2239,浦东,高行,森兰自由度,121.6334602,31.32167187
2345,浦东,高行,绿城上海御园,121.6334602,31.32167187
291,浦东,高行,东力新村,121.633799,31.29281085
2444,浦东,张江,展想悦廷,121.6350559,31.21634687
1481,浦东,金桥,张桥小区,121.6367598,31.26495087
2137,浦东,金桥,金桥新村四街坊,121.6372971,31.19166572
2175,浦东,金桥,金巷小区,121.6372971,31.19166572
2404,嘉定,江桥,水岸金桥苑,121.6372971,31.19166572
2515,浦东,金桥,金桥新城,121.6372971,31.19166572
3047,浦东,金桥,金泽苑,121.6372971,31.19166572
2584,浦东,曹路,金葵新城(东区),121.637775,31.24604789
486,浦东,张江,圣宇豪庭,121.6378476,31.18970936
3012,浦东,张江,益丰新村,121.6379672,31.20309404
1673,浦东,世博,济阳二村,121.6384043,31.3251228
1778,浦东,世博,雪野二村,121.6384043,31.3251228
2790,浦东,世博,六里二村,121.6384043,31.3251228
1797,浦东,唐镇,玉兰香苑(四期),121.6398718,31.20570993
2815,浦东,张江,玉兰香苑一期A块,121.6398718,31.20570993
645,浦东,张江,申城佳苑一期C块,121.6402807,31.19060568
877,浦东,张江,申城佳苑二期C块,121.640944,31.18819187
666,浦东,张江,申城佳苑一期B块,121.6422951,31.19114667
560,浦东,张江,申城佳苑二期A块,121.6458969,31.18955019
1266,浦东,新场,军民新村(海泉街),121.650278,31.03008169
1607,浦东,唐镇,圣马丽诺桥语,121.6563383,31.22353098
2407,青浦,赵巷,宝龙广场二期,121.6573798,31.2718324
76,浦东,唐镇,阳光城魔都,121.6623509,31.22040558
1181,奉贤,奉城,新城花屿湾,121.6659989,30.91437937
2178,浦东,曹路,海尚东苑,121.6816832,31.29354626
3141,浦东,川沙,金象华庭,121.6847018,31.20184897
2029,浦东,曹路,星海家园,121.6855891,31.28836082
797,浦东,唐镇,金盛佳苑,121.6929546,31.24821308
29,浦东,川沙,妙栏路200弄,121.6951605,31.19146469
1736,浦东,川沙,新德路506弄,121.7000872,31.20409394
1566,浦东,川沙,江凌苑,121.7009216,31.19801479
2931,浦东,川沙,江绣苑,121.7009216,31.19801479
3063,浦东,川沙,川沙路5046弄,121.7046698,31.19788374
2719,浦东,川沙,桃园公寓(川沙),121.707641,31.1957499
1049,浦东,宣桥,艺泰安邦,121.7148825,31.06706685
834,浦东,川沙,华川家园,121.720691,31.18840858
478,浦东,川沙,川虹新苑,121.7214861,31.18580749
2552,浦东,川沙,凌川佳苑,121.72833,31.20301814
1745,浦东,川沙,凌港城,121.7430608,31.17577783
287,浦东,惠南,西门锦绣苑,121.7436447,31.0532015
2961,浦东,川沙,大洪佳苑,121.7440109,31.19204475
2727,浦东,惠南,禹洲商业广场,121.7452371,31.04520326
2018,浦东,惠南,东方听潮豪园,121.7472036,31.04559858
1031,浦东,惠南,听潮六村,121.7503489,31.05057896
382,浦东,惠南,民乐城秀园(东苑),121.753122,31.07367882
2160,浦东,惠南,民乐城汇雅苑南苑,121.7575408,31.07631595
673,浦东,惠南,申云小区,121.757909,31.0454278
518,浦东,川沙,百欣苑,121.758401,31.17638989
88,浦东,金杨,金桥路530弄,121.7624055,31.04891142
141,浦东,南码头,临沂六村,121.7624055,31.04891142
145,浦东,梅园,九庐,121.7624055,31.04891142
218,浦东,世博,昌七小区,121.7624055,31.04891142
237,浦东,南码头,东方丰甸苑(别墅),121.7624055,31.04891142
384,浦东,梅园,陆家嘴国际华城,121.7624055,31.04891142
461,浦东,南码头,临沂一村,121.7624055,31.04891142
481,浦东,源深,证大宽域,121.7624055,31.04891142
498,浦东,南码头,光鸿苑,121.7624055,31.04891142
519,浦东,世博,昌四小区,121.7624055,31.04891142
541,浦东,南码头,临沂八村,121.7624055,31.04891142
629,浦东,花木,新领地,121.7624055,31.04891142
669,浦东,杨思前滩,思浦小区,121.7624055,31.04891142
675,浦东,南码头,海关大楼,121.7624055,31.04891142
835,浦东,杨思前滩,万科金色里程(别墅),121.7624055,31.04891142
858,浦东,世博,昌五小区,121.7624055,31.04891142
