行政区,街区,小区,经度,纬度,1000米内最近地铁站距离,1000米内最近公交车站距离,1000米内购物中心数量,1000米内公司数量,1000米内公园数量,1000米内医院数量
松江,莘闵别墅,新水桥公寓,121.347259,31.09890864,109,234,2,34,0,0
松江,莘闵别墅,雅阁花园,121.369592,31.09866885,927,231,1,96,0,2
闵行,颛桥,金都花好悦园,121.4058509,31.09761804,900,226,2,74,3,1
闵行,春申,中春三水苑,121.428142,31.097511,384,183,1,92,0,0
松江,泗泾,紫薇茗庭,121.2547707,31.0973835,169,130,1,114,0,0
松江,佘山,佘山东紫园二期（玲珑华府）,121.223007,31.09693829,1001,447,0,2,1,0
松江,新桥,英郡雷丁小城,121.3258386,31.09589489,600,307,1,76,1,0
松江,莘闵别墅,伊莎士花园,121.360895,31.09585431,1001,272,1,29,0,0
闵行,颛桥,上海星河湾,121.416733,31.09505588,738,117,2,81,2,0
松江,佘山,绿地海珀佘山,121.1822833,31.09481781,1001,227,0,11,0,0
松江,泗泾,中海悦府,121.300915,31.09333284,1001,224,0,31,0,0
浦东,周浦,安阁苑,121.5975186,31.09326635,1001,94,0,31,0,0
闵行,颛桥,南郊别墅(别墅),121.379251,31.09266288,1001,320,0,93,0,0
闵行,春申,银泰苑,121.4269561,31.09252156,379,107,0,87,2,1
松江,洞泾,尚云里,121.3030255,31.09163705,1001,459,0,29,0,0
闵行,颛桥,君莲新城广润苑,121.4243053,31.09143805,451,263,1,85,2,1
闵行,浦江,保利锦上,121.507279,31.09126983,768,248,1,68,3,1
闵行,颛桥,龙盛国际商业广场(商业类),121.4053392,31.09106519,921,152,2,97,3,1
浦东,洋泾,泾东小区,121.2804454,31.08852048,1001,108,2,110,0,0
闵行,颛桥,贵峰苑,121.4047751,31.08769562,1001,203,2,104,2,1
松江,莘闵别墅,万科白马花园(公寓),121.3490199,31.08674884,1001,46,2,10,0,0
闵行,颛桥,兴银花园,121.4088419,31.08653066,1001,71,3,97,1,1
闵行,浦江,绿地峰尚汇,121.5173291,31.0856512,522,392,1,101,0,0
闵行,颛桥,爱庐世纪新苑,121.4276228,31.08556484,423,187,1,92,2,1
闵行,颛桥,君莲闵都雅苑,121.4172154,31.08373725,1001,373,3,102,2,1
松江,莘闵别墅,沿海丽水馨庭(公寓),121.3349826,31.08269733,1001,203,1,34,0,0
松江,莘闵别墅,沿海丽水馨庭(别墅),121.3349826,31.08269733,1001,203,1,34,0,0
松江,莘闵别墅,金地都会艺境(松江),121.353427,31.08250389,1001,258,1,50,0,0
松江,莘闵别墅,雅鹿新苑四期,121.326843,31.08164488,1001,208,1,39,2,2
松江,洞泾,绿城兰园,121.273544,31.08074783,1001,425,1,107,0,0
松江,莘闵别墅,弘公馆,121.331511,31.080174,1001,52,1,38,1,0
浦东,世博,东明苑,121.6083964,31.08004593,985,114,0,15,1,0
松江,莘闵别墅,象屿上海年华,121.3466321,31.07987644,1001,78,1,25,0,0
松江,莘闵别墅,象屿上海年华2期,121.3466321,31.07987644,1001,78,1,25,0,0
闵行,颛桥,众众德尚世嘉,121.4080922,31.07945273,735,189,2,84,0,0
松江,莘闵别墅,新弘国际城(公寓),121.3324835,31.07846929,1001,219,1,39,1,0
浦东,惠南,丽水雅苑,121.76241,31.076641,1001,205,0,12,0,0
浦东,惠南,民乐城汇雅苑南苑,121.7575408,31.07631595,1001,82,0,6,0,0
宝山,大场镇,上海朗悦酒店公寓,121.6543762,31.07620739,1001,226,0,100,0,0
闵行,浦江,滨浦新苑三村,121.509534,31.073746,953,138,1,16,1,0
闵行,颛桥,颛桥,121.4051956,31.0737188,323,100,2,92,1,0
浦东,惠南,民乐城秀园(东苑),121.753122,31.07367882,1001,84,0,6,0,0
松江,松江大学城,莱顿小城,121.252482,31.07267,1001,235,0,54,0,1
闵行,颛桥,金铭文博水景(公寓),121.4114306,31.07262264,286,285,3,93,0,1
闵行,颛桥,金铭文博水景(别墅),121.4114306,31.07262264,286,285,3,93,0,1
松江,松江大学城,首创锦悦,121.225262,31.072605,1001,152,0,6,0,0
松江,新桥,海派青城,121.323299,31.07239182,1001,189,3,92,3,0
闵行,颛桥,颛溪五村,121.4033369,31.07109644,522,229,2,102,2,0
闵行,颛桥,天籁园,121.418748,31.06809085,1001,228,0,106,0,2
松江,松江大学城,万科梦想派,121.2506212,31.06748768,1001,117,3,78,1,1
松江,松江大学城,绿地蔷薇九里(公寓),121.2364835,31.06725878,843,237,1,29,0,0
松江,松江大学城,绿地蔷薇九里(别墅),121.2364835,31.06725878,843,237,1,29,0,0
浦东,宣桥,艺泰安邦,121.7148825,31.06706685,1001,244,1,32,0,0
松江,松江大学城,上坤红树湾,121.2472908,31.06705981,1001,169,3,78,0,1
松江,松江大学城,保利西子湾,121.241312,31.06680284,778,286,3,62,0,1
浦东,世博,上南十二村,121.5418594,31.0664574,898,99,3,64,1,0
松江,松江大学城,信达蓝爵,121.2498964,31.06594911,1001,81,3,77,1,1
松江,松江大学城,富悦财富广场,121.2531547,31.06576823,1001,289,2,87,1,4
浦东,惠南,惠益新苑,121.745317,31.065675,1001,174,0,15,0,2
松江,松江大学城,万达广场(松江),121.2495681,31.06390507,1001,159,3,77,1,1
松江,松江大学城,誉品谷水湾,121.2316421,31.06362721,823,223,1,21,1,0
松江,松江大学城,三迪曼哈顿,121.253272,31.06321688,1001,125,2,88,1,0
闵行,颛桥,都市雅筑,121.4182981,31.06265861,1001,88,0,104,0,2
浦东,惠南,民乐城建欣苑,121.750552,31.062464,1001,149,0,40,0,2
闵行,颛桥,天恒名城,121.3991073,31.06214109,1001,231,1,102,2,0
松江,松江大学城,林肯公园,121.261623,31.061922,1001,162,0,93,1,4
松江,松江大学城,三湘四季花城,121.2356294,31.06157268,380,294,2,36,1,0
松江,新桥,上海家天下花园,121.3140669,31.06145234,1001,282,2,105,2,0
松江,松江大学城,龙湖好望山(公寓),121.2300912,31.06078324,871,197,1,17,1,0
浦东,惠南,彩虹雅苑,121.743603,31.060665,1001,163,0,47,0,2
闵行,颛桥,鑫峰苑,121.4042786,31.05993355,1001,219,1,106,1,2
浦东,惠南,惠康苑东苑,121.774422,31.05992497,587,165,2,105,0,0
松江,松江大学城,龙湖新壹城,121.2438224,31.05934471,446,384,4,81,1,0
闵行,颛桥,鑫都城柳岸人家,121.4007808,31.05878773,1001,110,1,101,2,0
松江,松江大学城,佘山珑原,121.1964359,31.05744182,1001,219,2,28,2,0
松江,松江大学城,御上海青橙,121.240974,31.05730083,348,198,3,75,1,0
浦东,惠南,梅花路169弄,121.7666498,31.05713603,317,270,3,96,1,3
浦东,惠南,惠南一方新城,121.745424,31.040853,1001,121,1,101,0,1
浦东,惠南,文化新村(惠南),121.758685,31.057357,946,251,2,80,1,2
松江,松江大学城,御上海,121.2418236,31.05488073,625,53,2,74,1,0
松江,松江大学城,新城家园,121.1870912,31.05444484,1001,126,0,25,0,0
浦东,惠南,西门锦绣苑,121.7436447,31.0532015,1001,128,1,85,0,0
松江,松江大学城,绿地云峰名邸(公寓),121.1913427,31.05307675,1001,385,0,31,0,0
闵行,闵浦,馨和雅苑,121.5481181,31.05270164,1001,178,3,11,0,0
松江,松江大学城,文翔名苑(公寓),121.1985322,31.05233666,1001,307,3,44,0,0
闵行,吴泾,虹梅景苑三街坊,121.4560167,31.05159054,905,277,2,61,0,0
浦东,杨东,东城新村,121.7755209,31.05122857,1001,229,1,106,0,4
闵行,闵浦,水语人家南苑,121.5386888,31.05111581,375,146,2,14,0,0
闵行,吴泾,双柏小区,121.4785782,31.05099592,731,266,0,95,2,1
闵行,吴泾,氯碱小区,121.4826625,31.05082074,1001,250,0,75,2,1
闵行,吴泾,吴泾新村,121.4762242,31.05074997,601,186,0,93,2,1
浦东,惠南,听潮六村,121.750349,31.050579,1001,187,1,87,0,1
闵行,吴泾,永德小区永北,121.4718724,31.05042822,544,163,1,77,0,1
闵行,吴泾,塘泾北苑,121.4512119,31.0504242,564,166,2,54,0,0
松江,松江大学城,恒杰丁香花园,121.193637,31.05015187,1001,175,0,36,0,0
闵行,吴泾,永德宝邸（北区）,121.448274,31.049895,504,124,1,56,0,0
松江,松江大学城,松云水苑(公寓),121.2441615,31.04989153,1001,191,1,109,1,1
闵行,马桥,玖玺,121.3525764,31.04973653,1001,449,0,7,0,0
浦东,南码头,东方丰甸苑(别墅),121.527323,31.19851,360,317,2,97,2,2
浦东,源深,证大宽域,121.545895,31.239847,455,250,0,108,3,3
浦东,南码头,临沂八村,121.523374,31.202101,368,145,1,92,3,4
浦东,潍坊,明城花苑,121.531,31.231607,429,83,17,93,2,1
浦东,金桥,巨峰家苑(公寓),121.609425,31.283624,243,275,1,100,3,3
浦东,洋泾,东方城市公寓,121.553506,31.251955,687,200,4,103,1,2
浦东,梅园,崂山二村,121.526214,31.242911,341,187,11,90,3,4
浦东,南码头,天意洲,121.514918,31.193309,262,249,3,85,1,1
浦东,北蔡,龙沟新苑,121.575491,31.204064,1001,202,0,56,0,0
浦东,康桥,中邦城市园,121.57707,31.142495,354,197,1,74,0,0
浦东,金桥,浦兴苑,121.608627,31.284203,194,195,1,99,2,3
闵行,吴泾,通海一小区,121.4769742,31.04874389,829,159,1,93,2,1
闵行,颛桥,万顺水原墅,121.422636,31.04874187,643,278,1,103,1,0
松江,松江大学城,松云银座,121.242158,31.04872741,1001,134,0,88,1,2
闵行,闵浦,浦润苑,121.5391923,31.04823488,230,173,2,10,0,0
闵行,吴泾,枫桦景苑一期,121.469003,31.04766344,917,180,2,54,0,1
松江,松江新城,久阳文华府邸(公寓),121.199819,31.04718204,1001,245,0,54,0,0
松江,松江新城,开元新都,121.225504,31.04704382,1001,186,3,74,1,3
浦东,航头,金地艺华年(别墅),121.590634,31.047038,1001,175,0,64,0,0
松江,小昆山,龙湖星图,121.1754961,31.04650502,1001,166,0,51,1,0
松江,松江新城,安琪花苑(别墅),121.24352,31.046359,1001,188,0,78,1,1
浦东,惠南,人生港湾南欧城,121.7764137,31.04635102,1001,174,0,110,0,5
闵行,闵浦,浦江馨都,121.5380594,31.04627275,122,85,2,19,0,0
闵行,闵浦,聚缘南庭,121.5527845,31.04593945,1001,107,2,12,0,0
闵行,吴泾,新华小区（龙吴路5599弄）,121.4744872,31.04580108,688,135,1,78,1,1
浦东,惠南,东方听潮豪园,121.7472036,31.04559858,1001,144,1,97,0,1
浦东,惠南,申云小区,121.757909,31.0454278,1001,195,2,108,1,1
松江,松江新城,恒杰商务大楼,121.2189712,31.04529569,1001,46,3,79,0,1
浦东,惠南,禹洲商业广场,121.7452371,31.04520326,1001,143,1,94,0,1
闵行,吴泾,万乐城(商业类),121.4521527,31.04491722,245,142,2,43,0,0
闵行,吴泾,万乐城(公寓),121.45245,31.04469887,279,169,2,43,0,0
松江,松江新城,开元地中海,121.2260251,31.04461951,1001,76,3,75,2,3
闵行,老闵行,新西街82弄(闵行),121.4394252,31.04452313,982,653,0,123,0,0
闵行,颛桥,金榜家园,121.4155297,31.04451563,741,283,0,105,1,1
闵行,颛桥,金塔新村,121.415634,31.04450225,741,274,0,105,1,1
松江,松江新城,绿庭悦公馆,121.235749,31.04432782,914,157,1,59,2,3
闵行,吴泾,万科阳光苑,121.4767957,31.04413994,502,377,1,68,1,1
松江,松江新城,阳光翠庭,121.2212177,31.04409346,1001,112,3,80,0,1
松江,松江新城,恒都广场,121.2535437,31.0436733,1001,180,3,94,0,0
浦东,航头,海洲桃花园一期,121.606002,31.043288,315,323,1,96,0,1
浦东,航头,东方夏威夷,121.5977314,31.04136431,507,343,1,70,0,1
闵行,吴泾,万科青藤公园,121.476955,31.04107285,188,136,1,54,1,1
松江,松江新城,泰晤士小镇(公寓),121.2025517,31.04006557,1001,508,0,48,1,0
松江,松江新城,湖畔尚品,121.2203996,31.03914623,1001,155,3,87,1,1
浦东,惠南,布鲁斯小镇(绿地,121.772365,31.039044,1001,215,0,77,0,4
松江,松江大学城,山水景苑,121.20971,31.06764,1001,322,0,15,3,0
松江,松江新城,德邑小城(公寓),121.190568,31.045551,1001,158,0,23,0,0
松江,松江新城,海德名园(公寓),121.20679,31.034139,1001,184,0,48,1,0
闵行,马桥,联仲都悦汇,121.366064,31.03788583,1001,480,0,12,1,0
闵行,颛桥,枫泽苑,121.4274078,31.03719188,665,208,1,92,0,0
闵行,老闵行,夏朵园,121.402728,31.03315286,1001,55,1,50,1,0
松江,松江老城,通乐小区,121.228926,31.03264183,887,97,1,46,2,5
松江,松江新城,大江苑,121.2489853,31.03257066,1001,184,2,87,1,0
闵行,老闵行,万科城,121.3929382,31.03250297,1001,280,2,59,1,0
松江,松江新城,祥和花苑(公寓),121.2444395,31.03242747,803,213,1,82,1,0
松江,小昆山,佘山院子东园,121.145583,31.0307,1001,141,3,109,1,0
闵行,老闵行,万科公园大道,121.387241,31.03058368,1001,216,2,47,0,0
浦东,航头,长泰东郊御园(公寓),121.596305,31.030273,1001,273,0,106,0,1
浦东,新场,军民新村(海泉街),121.650278,31.03008169,1001,50,2,96,0,1
闵行,老闵行,绿地璀璨天城,121.3835063,31.02993386,1001,229,2,45,0,1
闵行,老闵行,龙湖天琅,121.392027,31.02985797,1001,252,2,56,0,0
松江,松江新城,天乐新村,121.2424775,31.02887752,916,90,1,95,1,0
闵行,老闵行,金榜雅苑,121.419031,31.02840187,596,55,1,100,1,0
闵行,老闵行,禹洲府,121.385443,31.027252,1001,86,2,33,0,0
浦东,航头,东升家园(三期),121.610552,31.0266,1001,19,0,111,0,1
闵行,老闵行,南洋博仕欣居,121.4305853,31.02639879,463,417,1,105,1,1
松江,松江老城,新理想花园,121.204566,31.02474288,1001,237,4,37,1,0
松江,松江老城,金地艺境(松江),121.1938035,31.02448926,1001,231,3,29,1,0
松江,松江老城,民乐小区,121.2291914,31.02433385,794,155,0,83,0,4
闵行,老闵行,马桥景城馨苑,121.3770755,31.02300757,1001,119,0,81,0,0
松江,松江老城,维罗纳贵都,121.211675,31.02258,1001,0,5,73,0,0
闵行,老闵行,东川花苑,121.4324509,31.02227281,468,41,1,99,2,1
松江,松江老城,高乐小区,121.243785,31.02211483,638,126,0,90,0,1
松江,松江老城,爱丽雅花苑,121.2634831,31.02186424,1001,107,0,106,0,0
松江,松江老城,荣乐小区,121.230368,31.02129822,645,203,0,86,0,6
闵行,老闵行,凤庆小区,121.4078723,31.021261,943,187,1,95,0,0
松江,松江老城,通波小区,121.245274,31.021192,785,187,2,91,0,1
闵行,老闵行,红旗四街坊,121.406142,31.020666,937,88,1,99,0,0
松江,松江老城,荣都公寓,121.251051,31.02027587,1001,145,1,93,0,0
闵行,老闵行,京浦花园,121.4364417,31.02012919,740,144,1,79,2,1
松江,松江老城,绿地凯旋宫(公寓),121.19709,31.01933,1001,132,3,23,1,0
闵行,老闵行,丽都城假日景苑,121.4149024,31.01905104,261,222,1,87,1,5
闵行,老闵行,鹤庆路58弄,121.4283372,31.01889831,182,164,1,96,2,0
松江,松江老城,三星苑,121.205843,31.018049,1001,153,6,81,1,0
松江,松江老城,华亭新家百合苑,121.1950792,31.01804368,1001,166,3,23,1,0
松江,松江老城,华亭新家银杏苑,121.2001476,31.01801706,1001,157,3,53,1,0
闵行,老闵行,红旗三村,121.4028815,31.01736227,483,86,1,112,0,0
闵行,老闵行,鹤北新村,121.4252893,31.01735082,435,342,1,78,4,0
松江,松江老城,人乐小区,121.23182,31.017271,730,231,1,85,0,7
松江,松江老城,辰丰苑,121.256956,31.01689286,1001,49,1,95,0,1
闵行,老闵行,红旗花苑,121.4098869,31.01605028,646,93,1,97,1,5
闵行,老闵行,臻澜苑,121.442802,31.017141,876,280,0,77,0,1
闵行,老闵行,马桥景城,121.395003,31.029901,1001,150,2,46,0,0
闵行,老闵行,新华小区,121.421232,31.01389583,563,92,2,77,4,5
闵行,老闵行,鹤明小区,121.4226155,31.01361457,688,128,1,80,4,5
闵行,老闵行,东川苑,121.403861,31.01318484,195,179,1,110,0,1
松江,松江老城,云间新天地,121.2507785,31.01240629,1001,69,7,89,0,1
松江,松江老城,方东小区,121.2569343,31.01174419,1001,183,2,97,0,1
松江,松江老城,华阳中心苑,121.2705836,31.01057418,1001,141,0,103,1,0
闵行,老闵行,电机一二村,121.413288,31.00976598,878,236,1,78,2,5
松江,松江老城,环城新村,121.2620707,31.00946142,1001,257,0,95,1,1
闵行,老闵行,高华小区,121.4286252,31.00918395,308,204,1,94,2,1
闵行,老闵行,康乐花园(闵行),121.4168432,31.00817811,994,51,1,79,2,5
闵行,老闵行,华江小区,121.4291441,31.00584674,658,105,1,98,3,5
闵行,老闵行,浦江大楼,121.4339421,31.0055205,791,139,1,102,2,1
闵行,老闵行,昆阳小区,121.3793786,31.00448266,321,199,0,110,1,0
奉贤,西渡,闸园二村,121.4413835,31.00294361,847,69,1,108,3,0
奉贤,西渡,希都公寓,121.4369371,31.00229707,766,136,2,104,2,1
奉贤,西渡,闸园新村,121.4401591,31.0013858,652,139,1,102,3,0
松江,车墩,松南城裕盛苑,121.272912,31.00022781,1001,128,0,46,1,0
奉贤,西渡,鸿宝一村(北区),121.435337,30.99998784,593,156,2,104,2,1
奉贤,西渡,文怡花园,121.4471662,30.99948677,896,36,1,96,2,0
松江,松江老城,谷水佳苑,121.238734,30.99927582,906,108,0,92,1,0
奉贤,西渡,新南家园,121.4520477,30.99892487,1001,211,0,92,1,0
奉贤,西渡,鸿宝新村,121.436684,30.99812485,350,122,1,101,3,0
奉贤,西渡,水闸小区,121.439109,30.997751,237,149,1,102,3,0
松江,松江老城,永丰苑,121.232014,30.996764,825,218,0,119,0,0
松江,车墩,新晟宝邸,121.2731898,30.99628643,1001,210,0,9,0,0
奉贤,西渡,金都雅苑,121.4533454,30.99613459,1001,401,0,89,1,0
松江,车墩,松南城舒雅苑,121.2856266,30.99557344,1001,138,0,61,0,0
奉贤,西渡,浦江花园,121.4407588,30.99429938,229,107,1,103,3,0
奉贤,西渡,中国铁建香榭国际,121.445772,30.99332883,701,513,1,98,1,0
松江,车墩,松南城金欣雅苑,121.2515066,30.99293762,1001,94,0,15,0,0
奉贤,西渡,巨龙台湾城,121.4387243,30.98986382,640,255,1,94,1,0
松江,车墩,松南城芙蓉苑,121.2570866,30.98846392,1001,140,0,4,0,0
松江,车墩,松南城嘉泽里,121.2602319,30.98844774,1001,140,0,5,0,0
奉贤,奉贤金汇,禹洲雍锦府,121.5149381,30.98340394,1001,335,0,33,2,0
奉贤,奉贤金汇,禹洲雍贤府,121.5212466,30.9803399,1001,246,0,24,1,0
奉贤,南桥,悦达南郊华都,121.471877,30.977364,1001,255,0,85,0,0
奉贤,奉贤金汇,朗诗未来街区,121.5147284,30.97586753,1001,163,0,28,1,0
奉贤,奉贤金汇,龙湖春江天玺,121.518322,30.97577488,1001,113,0,30,1,0
奉贤,奉贤金汇,天和前滩时代,121.523942,30.97534188,1001,195,0,27,0,0
奉贤,奉贤金汇,沿港河畔家园,121.5188764,30.96805959,1001,219,0,13,0,1
奉贤,奉贤金汇,金碧苑,121.5159902,30.96788534,1001,209,0,15,0,1
奉贤,奉贤金汇,齐贤雅苑,121.513163,30.96631387,1001,149,0,12,0,1
奉贤,奉贤金汇,龙湖春江天越,121.510337,30.96270984,1001,220,0,27,0,2
奉贤,南桥,光明九胤,121.4941137,30.96253085,1001,124,0,73,0,1
奉贤,南桥,桐南美麓,121.494475,30.96053086,1001,232,0,64,0,1
奉贤,南桥,保利象屿公园悦府,121.4957681,30.95802668,1001,191,0,65,0,1
奉贤,奉贤金汇,清雅苑,121.518152,30.94775694,1001,282,0,68,0,0
奉贤,奉贤金汇,白沙东苑,121.526105,30.94676732,1001,153,0,73,0,0
奉贤,南桥,九华苑,121.4650346,30.93933741,539,296,2,82,0,2
奉贤,南桥,万科南桥传奇,121.460388,30.93734088,924,130,1,88,0,1
奉贤,南桥,宝龙城市广场(奉贤),121.4689401,30.93625545,146,98,3,93,1,2
奉贤,南桥,绿地南桥新苑,121.477619,30.93496982,758,252,3,76,2,2
奉贤,南桥,恒盛湖畔豪庭,121.497161,30.93367186,193,199,0,40,1,0
奉贤,南桥,金辉天鹅湾,121.4787399,30.93168768,1001,116,2,98,1,8
奉贤,南桥,南郊一品,121.4986969,30.93143561,347,88,1,41,1,0
奉贤,南桥,阳光星期8,121.4894164,30.92522212,1001,149,4,84,2,0
浦东,临港新城,东宸源著,121.9309927,30.9251844,1001,105,0,3,2,0
奉贤,南桥,南桥路384弄,121.4805037,30.92372011,1001,36,0,79,3,3
奉贤,南桥,馨雅名筑,121.4887626,30.92335696,1001,136,4,84,2,0
奉贤,南桥,金海壹品,121.5026147,30.9227912,334,191,3,87,0,0
奉贤,南桥,银河丽湾,121.4998876,30.92261996,400,242,6,82,1,0
奉贤,南桥,新建西路49弄,121.4601769,30.92231698,1001,30,2,70,0,2
奉贤,南桥,联运大厦,121.475591,30.91932268,1001,31,2,99,2,5
奉贤,南桥,解放新村,121.459842,30.91896384,1001,164,2,66,0,2
奉贤,南桥,育秀四区,121.477955,30.91797385,1001,115,1,100,2,20
金山,金山,华发招商依云四季,121.0277581,30.91553345,1001,253,0,25,0,0
奉贤,南桥,贝港北区（二区）,121.453326,30.915142,1001,202,0,90,0,11
奉贤,奉城,新城花屿湾,121.6659989,30.91437937,1001,297,0,33,3,0
奉贤,南桥,贝港南区（六区，新村南区）,121.4535598,30.91435993,1001,115,0,80,0,1
奉贤,南桥,江海新村,121.4604781,30.91351814,1001,171,2,92,1,3
奉贤,南桥,育秀六区,121.4700403,30.91250973,1001,157,2,96,1,4
奉贤,庄行,东原璞阅,121.428449,30.91064184,1001,168,0,41,1,0
浦东,临港新城,保利蔚蓝林语,121.910085,30.90890288,1001,224,2,11,0,0
浦东,临港新城,宏兆锦庭,121.9314015,30.90335968,1001,231,0,79,3,0
奉贤,南桥,光语著,121.512193,30.90323055,1001,85,0,105,0,1
浦东,临港新城,临港新世界休闲广场,121.92687,30.89202084,1001,38,1,30,1,1
